inventoryItemCode,inventoryItemId,inventoryItemDescription,initialInventory,mov,value
8561601,3680,Hipnotiq Liquor,7024284.8848,6435762.7499,2298107.0887
8377626,4175,Sprouts - Alfalfa,1806391.3679,2325053.9357,4461719.4751
4003425,3585,Beef - Top Sirloin,3352751.9381,3947507.456,4514594.9845
1514236,8475,Chutney Sauce,5714331.1411,7019712.3588,3647202.7025
5805179,2946,Sachet,7034997.5805,2474531.2613,2254312.3737
2056386,2291,Cheese - Gouda Smoked,9435728.2406,2807407.0409,4906979.8092
1122020,9688,Cake - Sheet Strawberry,2993703.8789,2783964.2834,6412949.6061
4755601,9558,Lemonade - Pineapple Passion,4412826.1503,5743093.0947,7992666.4896
7440141,4011,"Soup - Campbells, Spinach Crm",3087469.8514,5229886.5093,8420751.0138
1101067,3784,Temperature Recording Station,7449261.5997,4188221.7231,7942138.7612
7484150,1444,Soup - Chicken And Wild Rice,8543139.2504,5282556.1591,6135372.7254
2698010,7328,Cookie Dough - Chunky,2145901.1802,3646112.0227,7699671.84
3932097,7486,"Veal - Tenderloin, Untrimmed",5309523.0931,4748247.8051,2021106.3463
5421349,4062,Lamb Leg - Bone - In Nz,4525653.9027,8679515.279,4282349.0349
8943207,6505,Potatoes - Mini White 3 Oz,8914307.9477,2167108.4411,7549034.4225
8767086,8434,Duck - Legs,5595919.5107,1835913.5905,8656762.9084
2945093,3388,Cake - Night And Day Choclate,1522539.5838,1648320.0202,2132701.4449
4087130,7973,Wine - Niagara Peninsula Vqa,8260528.3918,1244379.6644,6418369.8489
7444196,6468,"Capon - Breast, Double, Wing On",8691330.6806,2944532.6818,2507588.5059
6080354,5966,Steam Pan Full Lid,3618465.7585,3687576.4453,7636817.2762
3003626,7901,Cookies - Englishbay Oatmeal,2065140.4163,8395702.4921,3464713.2546
6920696,8003,Sour Puss - Tangerine,8035654.4599,3198229.5438,1375504.6615
2415309,9150,"Pasta - Gnocchi, Potato",5991725.583,7191188.7307,3713728.2135
3881725,9631,Tomatoes - Orange,2431940.0114,5537044.7329,5000659.5478
2233000,8012,Muskox - French Rack,1596561.0942,2907549.1436,3502916.4069
5652919,8173,Oil - Peanut,8348694.6913,7150106.5973,6122231.1767
3174105,3194,"Loaf Pan - 2 Lb, Foil",6515450.8836,7368100.784,7871828.7515
1013111,2772,"Beef - Bones, Cut - Up",3624834.8146,6920873.1394,1506105.3679
9670599,4618,Appetizer - Chicken Satay,9938297.976,6932101.1616,2597679.8196
1858252,7924,"Veal - Inside Round / Top, Lean",7499988.1854,1247014.903,9111746.1017
5844255,4482,Wine - Puligny Montrachet A.,1838267.5228,4261313.3262,7119151.002
3580576,1392,Cheese - St. Andre,3329240.5574,5123110.3434,5323144.9895
9173794,1843,Wine - Merlot Vina Carmen,7984361.1629,1174964.4734,7570387.5098
1441865,9892,Beef Tenderloin Aaa,5173487.746,7166293.4315,1938879.2393
3625884,4663,Beef - Top Butt,5152993.1933,1868009.1175,3866451.2035
2827045,3100,Bar - Sweet And Salty Chocolate,8399112.1419,8120092.3843,4149230.9954
5520297,3130,Rambutan,9544706.2304,4109956.8636,9919061.4773
6503088,6188,Eel - Smoked,6968613.3559,7208769.8357,3331825.0991
5520311,1985,Mustard Prepared,4528588.6546,1236015.231,5405280.9872
1425147,4322,"Placemat - Scallop, White",1806263.5251,7205679.0547,9052215.7331
9989057,9470,Beer - Heinekin,4781998.2921,2290443.7144,3515063.6767
9732590,8099,Towels - Paper / Kraft,8254981.6032,4106427.0064,4690666.8551
3904053,5963,Steel Wool,5558983.0334,4396562.3202,4550076.6166
4604031,8779,Cape Capensis - Fillet,7425524.1914,4713656.9388,8145299.3066
5348321,2445,Salmon Steak - Cohoe 6 Oz,3794131.6053,1358027.5277,7069703.8481
7248036,9385,Sauce - Fish 25 Ozf Bottle,6472087.8029,9507378.5377,1119282.3683
9187277,4329,Puree - Raspberry,3106956.7917,5664494.9349,3617872.25
1706722,1908,"Appetizer - Spring Roll, Veg",1242561.5304,6429104.0752,4835689.9001
7494444,5145,"Soup - Beef Conomme, Dry",6932722.1143,8178879.0549,5190330.42
9623326,6586,"Chocolate - Milk, Callets",5965577.6963,7067083.0712,9464470.0777
9844069,3606,"Juice - V8, Tomato",4519450.4712,9659269.389,9127046.7358
6010093,2794,Piping Jelly - All Colours,2867295.8307,8599874.6275,2242329.5173
8991865,7589,Lamb Rack - Ontario,9078081.4192,5194771.508,2749561.9395
9382408,5584,Food Colouring - Blue,5469951.7471,6418229.7845,7839951.2844
1741547,1426,Table Cloth 54x54 Colour,7658114.5507,1020481.9357,8971148.4976
3639396,2386,Anchovy Paste - 56 G Tube,5660543.7912,2210757.1694,4005522.4809
8488858,7952,Cheese - Cambozola,7785285.8737,6303780.2354,8266364.8154
9751807,5586,Wine - Remy Pannier Rose,7480618.7753,3978951.1775,7156438.7238
4632863,8922,Wine - Casablanca Valley,9634869.4487,3383662.23,8607377.0381
1474236,5859,Sauce - Alfredo,2574325.0663,3722579.4898,4301351.1875
4754916,8177,"Salmon - Atlantic, No Skin",4618714.8361,6510183.1834,5061626.6493
3082578,1636,"Chocolate - Pistoles, Lactee, Milk",5004500.6799,4684850.9142,6587640.5819
4454192,4907,Sugar Thermometer,3217298.4033,7048867.0724,2655960.9327
3768295,8815,Pastry - Butterscotch Baked,5272071.4619,1716283.9867,3904727.3752
8407251,8033,Butter Sweet,4013565.0879,1140738.8067,2793739.5357
8801589,2715,Sugar - Brown,7146873.4408,6773096.6594,7238451.0283
3757835,2249,Fiddlehead - Frozen,8494279.3647,5787705.5052,5355706.5517
2626377,6782,Extract - Raspberry,3111842.334,9569296.5623,4484931.3687
5202703,7145,Buffalo - Striploin,5376334.1367,9417796.9757,2576925.8945
3863335,2736,Spinach - Frozen,1270766.9701,9395172.4613,6039091.8753
5062060,9843,Lettuce Romaine Chopped,9848064.73,4196173.4792,2940752.0425
1385724,9181,Shrimp - 31/40,4972694.4696,9352949.7264,4632128.3763
9406921,7010,"Quail - Whole, Boneless",9407318.6941,6309039.4782,9297059.1427
6632506,2785,Bread Base - Goodhearth,5461223.4833,9521256.5601,7672446.7843
4333439,4624,Squeeze Bottle,1278398.8694,1883187.359,1081185.8572
9395704,4770,Rice Wine - Aji Mirin,9630564.2039,6644198.4355,3906202.0919
9743547,4073,Compound - Mocha,1539338.1454,4730348.0516,6524117.071
2050074,3032,Cocoa Powder - Dutched,3017160.6482,7514675.5035,1417750.1226
4773254,6535,Bouillion - Fish,3829617.7908,9121186.0629,5826463.7614
5195742,7528,Pastry - Cheese Baked Scones,1948175.8094,2399264.5623,3747582.7545
9544635,5109,Butter - Pod,2204678.2947,1934054.9041,9947161.832
7312493,8119,Pate Pans Yellow,2659948.4077,9170250.7485,9714976.0802
3334772,6402,Honey - Comb,7446071.3771,3176836.4594,7113945.2402
2275051,9221,Cilantro / Coriander - Fresh,5426531.7658,7173535.0246,3352190.9907
9919313,2191,Trueblue - Blueberry,7058021.4838,3538829.1055,8487131.4203
8536035,4627,Lamb - Whole Head Off,8004307.6376,7350965.6747,7180761.0192
7868021,9861,"Oranges - Navel, 72",5322166.8306,4339796.9851,4424027.5654
4010018,7043,Campari,9076161.85,9327065.2747,2884935.1856
2976318,6175,Beets - Pickled,5244780.2114,3036683.2024,5909246.3993
6359850,5318,Pork - Caul Fat,6206915.8351,3611717.0847,9587138.5183
1594789,2218,Bread Cranberry Foccacia,7033850.6607,7436979.5943,9052150.5177
6772144,9129,Lady Fingers,4653685.9712,2152757.3571,5489520.4881
7700640,3762,"Chilli Paste, Sambal Oelek",4320932.7457,5927001.8754,2909054.6285
3630992,8713,Pepper - Cubanelle,4835009.683,3434000.5149,9734871.1671
4160795,6173,Dried Cranberries,6638133.2465,9534708.6871,1499243.0893
3981255,4921,Cornstarch,3646074.081,1267882.0051,9161352.6714
2255459,9753,"Wine - White, Colubia Cresh",2966681.9937,9791586.0209,8344565.3073
6962338,2097,Buffalo - Short Rib Fresh,4334295.5599,1165523.9127,4193429.7773
7809663,6483,Rootbeer,6904918.7365,9251178.6254,7200485.1811
7914083,7255,Sugar - Cubes,9094965.4546,1803813.2886,5048965.8472
2628992,2506,Broom - Corn,4025305.3187,5082845.3085,3555990.4547
2964370,8101,Crab - Imitation Flakes,4276793.7863,2494284.9111,7582189.181
5920105,6197,Lobster - Base,8834927.8846,3834491.6263,4816141.1534
2200197,7781,Blueberries - Frozen,8414005.111,9787745.672,5766699.7968
4746173,9363,Turkey - Ground. Lean,8814036.4818,3954932.8169,3607995.3297
5283839,9485,Foam Espresso Cup Plain White,6358319.4626,3219522.1033,3566517.7038
4426136,4803,Juice - Lime,5884706.4237,8005772.029,5863676.0312
5632188,7850,Daikon Radish,8995705.832,3456431.7189,6348304.1871
4626916,5828,Cheese - Brie,8137379.6435,4835816.4196,5040602.8481
1531307,7019,Hummus - Spread,1469022.2561,2129395.2354,1707903.5683
8349601,7699,"Olives - Black, Pitted",4750573.5325,1683350.4719,9896271.7105
3714054,2275,"Nut - Pecan, Halves",9897732.8187,8316957.0409,9917915.2219
1045999,6435,Napkin White - Starched,7389207.8947,7227133.6994,5997185.7907
8876062,4324,Vinegar - Balsamic,9795302.5646,7777470.4193,1813016.3614
8100115,9302,"Beans - Long, Chinese",2412471.0297,8273641.1348,5599481.7167
4974610,5744,"Brownies - Two Bite, Chocolate",6171484.4938,2552834.9786,2349259.0536
3920611,4476,"Vodka - Lemon, Absolut",5737559.2547,2401551.7769,5972574.9962
7802670,4958,Wine - Two Oceans Cabernet,5319707.438,7146239.5753,8894637.4266
2335143,6521,Lettuce - Frisee,9456158.9713,5192713.5982,2094070.1536
1018774,3973,Aspic - Clear,1264962.6733,2885711.6246,3925013.7523
8581946,2545,Muffin Mix - Chocolate Chip,9950998.6768,5411473.3752,4648004.8744
8909703,1955,Wine - Stoneliegh Sauvignon,6276209.9422,3856535.0512,8027737.2729
1009182,5657,Dikon,8910321.6253,9610611.0141,9960798.3488
6280721,3335,Flour - Chickpea,1581575.9678,9761438.6326,1493919.2934
9104078,9000,Beef - Eye Of Round,7578876.6927,7260840.1998,8777221.4604
3615608,3651,Mussels - Cultivated,6954986.2005,6902445.2704,7047934.9661
8759589,3626,Table Cloth 54x72 Colour,3668851.0423,4077550.2311,6259487.3414
1051355,6846,Muffin - Mix - Bran And Maple 15l,5752134.5311,7004659.0162,1626039.125
1891758,4990,Dry Ice,4532005.2041,3953787.6744,1346460.6729
2441767,8182,Bread - French Stick,5212822.4323,9446610.5561,8924838.7305
3070063,8748,Cream Of Tartar,4547117.5788,7955665.5876,4263040.4104
1659553,8249,Jameson Irish Whiskey,5354188.6323,5212370.8095,7854347.6868
6164739,6746,Nantucket - Carrot Orange,4475144.4828,6254467.1738,7855305.6686
1454898,6785,Raspberries - Fresh,2401380.2241,1871826.9801,2288641.3637
7386833,6775,Veal - Loin,1616144.802,6956024.9721,7756847.8625
1796395,1630,Oil - Sunflower,1778523.6555,6195489.307,4072195.0486
1685536,2994,Chinese Foods - Plain Fried Rice,4551076.2257,2436533.2878,4323555.5573
3034878,6802,Dc Hikiage Hira Huba,6585858.4344,4978377.7336,2492309.5132
8043530,5537,Long Island Ice Tea,1178533.1015,2660625.9389,8489628.1118
4013854,1452,Pizza Pizza Dough,5946570.5998,8437374.563,3846390.5036
6044342,6347,Cheese - Cottage Cheese,1769747.3772,6627941.0343,9073332.6267
3719331,3011,Mix Pina Colada,1340394.0148,2786652.1176,3362099.9442
2122316,8038,"Cheese - Woolwich Goat, Log",8839570.8821,8679676.5346,9023051.3322
9141849,2214,"Coconut - Shredded, Sweet",7675826.29,3418424.1595,5801257.6982
8333195,5290,Beer - Upper Canada Lager,5955123.7647,9565608.2244,5069167.2481
3377883,2014,Yucca,4944007.8408,6292356.1754,2786368.8335
7534312,6200,"Oregano - Dry, Rubbed",3725798.9886,5577765.0475,9876069.4673
6778143,5975,Soupfoamcont12oz 112con,5454412.4521,2701888.829,4435171.6838
5718171,2716,Crush - Cream Soda,2666706.259,5151415.8695,3571631.6944
3190057,7883,Chocolate - Chips Compound,9289673.4597,8293643.4339,4926399.7335
9657817,2642,Leeks - Large,7403596.7757,3120213.1021,2905198.3842
6274307,1028,Coffee Cup 8oz 5338cd,2758406.248,5859812.6907,1231649.709
9492965,9728,"Vodka - Lemon, Absolut",8820544.6808,9633362.084,9199006.6063
9754668,4434,Yokaline,2497160.2055,5936889.4482,7574525.0667
5505121,3298,Ice Cream - Strawberry,1274319.9625,4877339.5752,8474111.4227
5444641,1355,Pasta - Fusili Tri - Coloured,3168579.0543,3613887.5933,5368469.7661
6957201,9363,Wine - Fontanafredda Barolo,9282810.34,8850367.5632,4541362.7518
3915799,2038,Bar Mix - Lemon,8805032.48,6837889.7425,8856331.0527
1587600,3504,Veal - Slab Bacon,6647955.5145,9653047.7777,9331707.7113
7240196,8519,Extract Vanilla Pure,5975433.4735,1872266.9052,4655996.4963
8724142,4040,"Tabasco Sauce, 2 Oz",3446160.8193,6781276.214,4829312.3148
3381029,1845,Oats Large Flake,4327594.1902,6893207.7758,7602108.1655
4936080,9212,Lemon Balm - Fresh,6123664.8756,1085144.8673,3070406.338
6687709,4340,"Beef - Ground, Extra Lean, Fresh",3549463.2385,3812715.6635,4288793.806
1393845,3787,Soup - Verve - Chipotle Chicken,4247810.9812,8357716.0437,7059537.2197
5384051,7637,Wooden Mop Handle,8592934.0458,1267407.0538,2942229.8145
9878291,7108,Wine - Trimbach Pinot Blanc,8076702.335,8929996.7414,3379826.2016
1694573,7789,Wiberg Super Cure,3045977.0253,2368551.4873,6762935.8988
4399160,8186,Spinach - Packaged,4003041.12,1654840.4986,4287413.4347
8933409,9695,"Bread - Roll, Calabrese",9648781.0264,5995282.813,5798815.843
8313019,6648,"Crush - Orange, 355ml",8728158.911,3669185.8921,5565670.0423
5519978,6379,"Yogurt - Raspberry, 175 Gr",9324702.3819,6258339.9989,7753111.7047
3971009,1357,Pate Pans Yellow,5679187.7708,4510195.1695,3127142.3849
9755662,8605,Soap - Pine Sol Floor Cleaner,7318386.467,5186865.8795,7206549.1636
7805673,2759,"Artichokes - Knobless, White",9124406.7787,4393178.314,7728771.0288
8647550,2784,Zucchini - Yellow,1449886.7098,3407584.4243,7830401.4568
7125408,3665,Muffin Orange Individual,6539034.0318,1201644.8767,4270633.3611
3696204,5654,Peppercorns - Pink,4759499.0539,1057879.8482,5666650.5635
2715068,6499,"Jam - Blackberry, 20 Ml Jar",8211352.3696,2780694.5223,5748988.6623
4774126,9911,Carbonated Water - Lemon Lime,9862483.3352,2715454.9219,3922187.8333
2737755,2537,Sage - Ground,2869540.758,4052065.2417,1872941.7133
9135713,4156,Cookies - Fortune,9043593.9082,6272858.4482,9033511.8747
8332673,9266,Beer - Corona,1364038.0905,8186228.9849,7204683.3911
5423737,3012,Tomatoes - Roma,2599977.0924,5562205.2416,9395107.1737
1124468,6401,Dasheen,9306879.453,5881239.2343,3293001.9164
7122376,1895,Bread - Raisin,5958921.892,8783166.9578,8614419.5919
2494788,3373,Shrimp - Black Tiger 8 - 12,3495299.427,2403951.6464,7076540.3698
6016562,4623,"Ecolab - Orange Frc, Cleaner",1585374.0317,7946677.039,3586179.4591
6879789,9787,Corn - On The Cob,4282193.7569,4353476.774,8203237.6194
5524420,6889,Fib N9 - Prague Powder,6544877.0135,3551076.1129,4990316.2624
5635988,4527,White Fish - Filets,4795318.9784,9346842.3342,9535682.1297
9798940,6616,Pastry - Key Limepoppy Seed Tea,3942968.895,4259418.2278,2585499.9634
4572334,6030,Cheese - Cheddar With Claret,3436951.1001,8531656.1269,3632712.9791
1230899,1687,Salt And Pepper Mix - Black,3732009.161,5335957.0054,4820954.1137
9492462,9168,Wine - Taylors Reserve,9097272.925,3952900.0816,5653876.0026
1509934,7854,Cheese - Colby,6615120.9675,3666433.519,7785165.3027
6849260,9008,"Crab - Claws, Snow 16 - 24",7524668.9857,3340866.146,8896638.885
8316455,7450,Corn Kernels - Frozen,8185693.4347,6494789.4441,1150256.0435
8770421,4084,Clementine,8748704.6542,8121607.9419,2277255.8933
1982254,4313,"Cherries - Maraschino,jar",8267215.331,8248186.2165,7697742.9275
5671031,8606,"Mushroom - Shitake, Fresh",5061399.9333,8015157.8797,4917162.4959
8770782,9140,Rosemary - Fresh,8564229.4683,9837137.189,4367173.3683
8316473,4811,Goulash Seasoning,1258517.3737,1384728.8226,7993555.1884
7189167,4579,Veal - Ground,4216482.6665,7659639.1072,3749738.8536
6777901,2903,Grenadine,1577389.7602,5569194.1922,9264195.0749
5827452,1818,"Nestea - Ice Tea, Diet",2463429.1478,4636546.2693,9025901.8937
7184911,5494,"Lentils - Green, Dry",4522264.3983,5389721.5208,5843329.9097
5435819,1357,Wine - Chenin Blanc K.w.v.,4120700.4764,4704274.7231,4376564.3121
1691540,1329,Spice - Onion Powder Granulated,5392933.3077,1048199.7273,4201315.7092
5900299,8245,Bread Bowl Plain,8370115.2901,7089044.7744,7839990.0115
9816381,9221,Pastry - Chocolate Chip Muffin,4564220.0812,8101727.8404,6786249.095
9339926,3173,Wine - Cava Aria Estate Brut,4721656.5398,9173039.4939,3589485.791
8426753,9582,"Water, Tap",3619251.3089,3672932.7448,5809410.7209
6339398,6634,"Fish - Artic Char, Cold Smoked",8312736.8276,6215782.9373,2226668.1517
9233350,5036,"Pasta - Lasagna, Dry",7853846.2186,2530689.1394,5166183.5254
2626251,7829,Milk - Skim,2226878.5638,3663828.5468,1000337.3469
4548660,7684,Green Tea Refresher,3430234.9256,3938747.5599,9326212.0064
2818782,4110,Mussels - Frozen,8759824.1681,2040308.2244,6289932.6277
7711259,2454,Initation Crab Meat,3377515.7491,1571625.5102,3277042.082
7100499,8818,Peppercorns - Green,8969988.19,1869118.9471,6125421.2553
7151742,9500,Puree - Kiwi,7216403.6202,6926391.789,1452860.9236
5092316,1292,"Liqueur Banana, Ramazzotti",6022542.1476,5007654.3612,3534579.3564
6636426,4479,"Bag - Bread, White, Plain",3564944.5492,6768080.4492,4146358.5697
6684942,8461,Pate - Peppercorn,9314596.5566,7735084.6044,5301170.6348
6811788,1652,Pastry - Trippleberry Muffin - Mini,3950416.8105,6800702.8546,1917419.624
5024643,5287,Mini - Vol Au Vents,4910161.9544,6186405.1264,9628626.8413
3798690,8033,Eggroll,3270940.9449,7960510.2142,2500162.6465
9650212,8113,Veal - Nuckle,3529025.0913,9931530.1845,8326026.1091
3070400,4435,V8 - Berry Blend,1791530.1132,1968500.0963,5514475.9794
6934262,3814,Salt - Sea,3594170.4951,1918602.1844,1742168.4138
1390891,6769,Lamb Rack - Ontario,7978631.3754,4067294.2661,5545150.4656
2750579,9870,"Tart Shells - Savory, 2",7856052.7176,4438401.9217,5787176.1675
5832955,4551,"Fish - Halibut, Cold Smoked",4358784.4997,9151077.0256,8084774.859
5748037,1386,Bar - Sweet And Salty Chocolate,5297723.269,6483857.938,7492735.4001
9830620,8877,"Oil - Truffle, White",3648151.7772,7418916.0788,9615440.709
5875127,8540,Mcgillicuddy Vanilla Schnap,4974879.8546,3565399.4819,1085013.4606
8153037,1368,Lettuce - Red Leaf,6008289.3999,3124619.5801,2329352.681
7002533,2024,Cinnamon - Ground,9662947.6949,3526119.4607,5667570.2562
5089070,4405,Chicken - Livers,6244433.2517,6809953.8121,5449514.4009
6058756,5609,Scallop - St. Jaques,4636304.7488,5017166.4176,4085857.1707
2776706,9686,Cake - Dulce De Leche,2741707.2686,3996016.5633,1338020.062
2447973,3456,Langers - Mango Nectar,1917078.6953,5534558.7842,5028931.728
4567021,4141,Honey - Liquid,3004814.1849,8596968.6046,6960709.9162
6171464,7506,Bay Leaf Fresh,1641514.6445,2776127.6979,6079046.5184
4866617,5394,Onions - Green,9273211.4021,3461561.6645,6108448.6723
5239673,7548,Lobster - Base,1257792.8297,1915519.5216,9975066.9022
1243827,7669,Monkfish - Fresh,5695578.8048,7326824.7804,9976037.8735
4232412,5464,Oil - Sunflower,6304582.2037,1199401.0763,5201388.969
1256636,6937,Bread - Calabrese Baguette,1300922.6548,9381266.6381,9202394.1773
2799333,8461,Chinese Foods - Thick Noodles,5852168.775,5358884.0485,8725708.4051
6627331,6450,Juice - Apple 284ml,7594815.3152,7912327.9708,1030772.337
1053981,1792,Bagel - Everything,2963390.5979,4343497.9898,1414769.3687
9224125,6656,Peas - Frozen,4859893.1018,7610282.6344,9664692.1949
8468640,2721,"Cheese - Manchego, Spanish",6233885.2031,9831876.7327,7199881.1396
8364174,3212,Mix - Cocktail Strawberry Daiquiri,7617408.2228,6526210.328,9050232.972
3855313,7765,Wine - Prosecco Valdobiaddene,2232653.224,2483283.5437,8165539.4232
3164083,9561,Cheese - Goat With Herbs,5188261.0901,9538132.8934,9767770.6462
3729846,2127,Ecolab - Ster Bac,6618994.5673,1726456.0137,8002906.5365
2745257,2642,Ginsing - Fresh,7190067.9043,6420846.5567,9468196.6746
1627598,4593,"Asparagus - White, Canned",4731272.0608,6051166.599,6147355.1027
1990693,8469,Flour - Strong Pizza,4307029.9579,8656084.4127,2159190.9155
6696653,3025,Muffin Chocolate Individual Wrap,1028665.1014,6478801.5453,3693740.0396
2519949,1836,Juice - V8 Splash,8230808.1513,9496188.0759,5638223.7406
6907753,6090,Pie Pecan,3688965.4892,1334816.5477,9629859.9519
5435447,1007,White Fish - Filets,1924718.013,6173126.6632,1227006.9727
6312740,8238,Lemon Balm - Fresh,4637811.5731,2533959.3406,2829532.585
6170259,1288,Scallops - U - 10,9466821.8997,5891085.2586,6659072.3326
3443132,5201,Wine - Saint Emilion Calvet,2507998.8504,5064259.1973,8501260.1605
2824353,6979,Coffee - 10oz Cup 92961,9075292.8049,1311904.2558,2550123.4055
2454672,5036,Foam Espresso Cup Plain White,9354229.6192,1056559.113,9158939.6918
6743804,3083,"Beef - Chuck, Boneless",7425894.312,1557914.0037,5057437.9395
3744427,7255,Soup - Campbellschix Stew,7520963.2642,2819379.9977,5320443.8328
2502864,4784,Mussels - Frozen,9162086.1665,6254975.9012,1640911.5614
5979796,9164,Bread - 10 Grain Parisian,6611741.0593,8662202.0247,2129701.1201
6130367,1757,Veal - Bones,4602568.2094,8025967.9399,2632026.379
3350493,2953,Burger Veggie,5601682.3033,9153680.23,7565284.4072
9591839,3016,"Bread - Crumbs, Bulk",5063204.2837,2065784.4523,9561394.7737
3232139,4548,"Syrup - Golden, Lyles",9876573.9337,9953555.3592,4035624.0561
2253985,2177,Tart - Lemon,2655633.3226,5717531.3326,7565073.0046
2912628,5153,Rambutan,7752252.0187,7918359.3178,7921501.7259
3841159,2465,Sea Bass - Whole,2192123.1416,4144761.9246,2633581.9471
1356810,1226,Beer - Moosehead,1429399.0288,7190416.8129,5410976.3276
8978209,8746,"Wine - Red, Mosaic Zweigelt",6796672.6506,2315344.0721,1090217.1428
6946101,5016,Neckerchief Blck,9261001.2407,9045005.413,9090181.934
2364140,3201,English Muffin,4415439.7124,3721279.1115,2885387.151
5165835,4285,"Shrimp - 16/20, Peeled Deviened",5905832.3651,9322731.4972,3032363.6387
2000236,7243,Shrimp - Black Tiger 8 - 12,6637792.4648,9700371.3814,4586341.6421
8809828,8022,"Rum - Dark, Bacardi, Black",6728943.7381,2949979.2733,6139354.294
6631786,8425,Filter - Coffee,1681646.4751,1133644.1613,9533101.3216
1989226,6179,Sauce Bbq Smokey,8718983.3899,6571447.0503,5839965.3595
9202316,4003,Sultanas,8739050.0333,7112828.6198,4483223.3308
9895632,9355,Coffee - 10oz Cup 92961,3101467.3884,2817457.1878,6908885.3107
3433723,2305,Cassis,4508054.9792,3116443.4811,9599213.2872
8226504,7214,"Cheese - Mozzarella, Shredded",9301881.9351,5728029.1013,9478092.9477
2788472,7790,Lamb - Rack,7654327.1987,4731497.7323,7712531.9261
8527796,2304,Bar Energy Chocchip,6140526.9081,5991273.3672,3060083.6918
2849892,5040,Muffin Hinge 117n,4854443.3497,8015836.246,7187930.4597
5046779,3608,Apron,4535338.613,8452482.2179,6894324.0958
1953957,6878,Calvados - Boulard,3790302.6058,2639021.9745,2116129.7096
3117870,1767,Wine - Black Tower Qr,2295198.0624,4907578.9621,3674033.2489
6107800,8979,Scotch - Queen Anne,8927990.3192,1840248.1462,2943437.9303
4872746,4860,Sauce - Mint,8228532.6823,6537920.2859,4361702.7283
8073585,7538,Goulash Seasoning,8491716.3807,1557524.0871,1397728.8187
8308618,6011,"Oil - Olive, Extra Virgin",2440650.538,5864717.5984,9995308.0735
1313723,8287,Beef - Inside Round,7059646.1591,8517294.5526,6330162.379
9218160,7542,Sauce - Fish 25 Ozf Bottle,7672042.088,9240290.024,8507145.41
7483855,9048,Dr. Pepper - 355ml,9721981.7826,6412700.6677,5581317.0288
7733898,8542,Raisin - Golden,6770179.7044,4591030.1009,5863401.9468
1012564,3270,Lobster - Live,9279695.562,4031571.7154,6395175.0405
4889671,4449,Container - Clear 32 Oz,8399061.2927,6683029.075,5726457.621
9331196,6608,Cranberries - Frozen,4649167.4282,5038229.1112,7720225.0381
4295363,8083,Almonds Ground Blanched,7640965.957,5368040.4319,5468614.2762
3851996,5003,Longos - Burritos,7149027.8169,5244585.8002,6049286.9354
4648752,5917,Chinese Foods - Chicken,1012797.6182,8749354.4492,7168733.4458
5660792,3972,Okra,6300448.7775,4776187.9718,1328853.0937
7126472,1398,Sherbet - Raspberry,4858536.6453,9112551.9736,3260882.496
1236628,8401,Wine - Duboeuf Beaujolais,3472025.0246,9784522.5095,5204176.679
4428218,3156,Spinach - Baby,4390520.6575,5346749.7491,1931229.1295
8417588,7099,Berry Brulee,4545998.3876,1334532.0983,9895275.5688
7129502,9341,Carrots - Mini Red Organic,1680555.7424,2011770.7768,7837159.1021
8260586,5051,Langers - Cranberry Cocktail,2959815.5476,2778824.4274,7104047.9485
6629987,8888,Savory,8634793.5151,8195047.9788,9195994.7708
2546679,4668,Bread - Flat Bread,4016007.5415,4405508.468,3084808.0696
9776330,8453,Garlic - Peeled,8310507.6071,8933238.6205,1183715.0626
5109993,1996,Water Chestnut - Canned,3282423.8194,5839922.2329,2139378.9062
7744649,9384,Beets - Golden,1060572.8898,3333204.5541,2699311.0178
1696795,1590,Chicken - Leg / Back Attach,4154725.4065,2850170.0981,2728350.6359
3316032,1712,Vodka - Moskovskaya,9670278.7394,8698506.875,6894202.1276
4903703,9745,Chicken - Soup Base,3815675.4426,8700757.286,2453391.5407
4280347,1191,Flour - Bread,9321520.3639,4438778.6191,6924847.6138
1961848,2265,Duck - Fat,6844065.6577,3358616.5003,9834638.5348
5477221,2705,Tea - Jasmin Green,2752851.2972,9070953.3913,4124789.0459
6222041,4492,"Cherries - Maraschino,jar",2953859.3883,5968048.5471,9734295.8138
1767916,3667,Cinnamon Rolls,2803290.7716,9264360.8956,6799254.6722
5851208,9270,Pomello,5453034.9746,8480126.3375,2875295.5944
7631047,5500,"Bread - Dark Rye, Loaf",3541059.4528,2947348.3787,9311399.6313
4042143,1365,"Mushroom - Chantrelle, Fresh",5561426.9208,3180169.6392,6569201.5847
7871964,3556,"Split Peas - Yellow, Dry",6389790.3655,4567019.5201,5173296.4667
1112123,8365,"Pasta - Lasagna Noodle, Frozen",3708778.4013,2019065.1219,6791640.2724
6872429,9972,Sprite - 355 Ml,2955282.7512,6064305.7691,9760888.5266
8857375,7526,Skirt - 29 Foot,8860954.0155,3517400.4141,3663629.4384
5064737,5702,"Tray - Foam, Square 4 - S",2568913.6872,9504874.1766,5924285.1559
3513403,6601,"Nut - Almond, Blanched, Whole",7656934.0619,8829748.7884,6242584.3586
2779474,6703,Pepper - Scotch Bonnet,4768088.8029,6762422.2188,6554600.1666
9019636,7480,Lamb - Bones,6199698.3452,9692452.36,8227921.8925
3480161,2600,Tea - Herbal I Love Lemon,7114653.1817,9435761.3739,4166598.2132
